"Date" "Location...Operator" "Aircraft.Type...Registration" "Fatalities" "year" "date" "casualties_onboard" "souls_onboard" "casualities_ground"
"5644" "14 Nov 1996" "Bolchaïa Pyssa, RussiaKomi Avia" "Antonov AN-2RA-40309" "14/15(0)" 1996 1996-11-14 14 15 0
"5740" "19 Nov 1996" "Quincy, IllinoisUnited Express  / Pvt" "Beechcraft 1900-C / Beech King Air A90N87GL / N1127D" "14/14(0)" 1996 1996-11-19 14 14 0
"5838" "22 Nov 1996" "Off Cape Mendocino, CAMilitary - U.S. Air Force" "Lockheed HC-130P Hercules64-14856" "10/11(0)" 1996 1996-11-22 10 11 0
"5937" "23 Nov 1996" "Off Mitsamiouli, ComorosEthiopian Airlines" "Boeing B-767-260ERET-AIZ" "127/175(0)" 1996 1996-11-23 127 175 0
"6034" "27 Nov 1996" "Abakan, Siberia, RussiaMilitary - Russian Air Force" "Ilyushin IL-76MDRA-76804" "23/23(0)" 1996 1996-11-27 23 23 0
"6166" "30 Nov 1996" "Medellin, ColombiaACES Colombia" "de Havilland Canada DHC-6 Twin Otter 300HK-2602" "14/15(0)" 1996 1996-11-30 14 15 0
"6236" "07 Dec 1996" "Banjarmasin, IndonesiaDirgantara Air Services" "CASA 212 Aviocar 100PK-VSO" "16/17(2)" 1996 1996-12-07 16 17 2
"6332" "09 Dec 1996" "Boise, IdahoEmery Worldwide" "Douglas C-47AN75142" "2/2(0)" 1996 1996-12-09 2 2 0
"6428" "17 Dec 1996" "Tver, RussiaMilitary - Russian Air Force" "Antonov AN-12?" "18/18(0)" 1996 1996-12-17 18 18 0
"6523" "21 Dec 1996" "Rio Negro, ColombiaSELVA" "Antonov An-32BHK-4008X" "4/4(0)" 1996 1996-12-21 4 4 0
"6623" "22 Dec 1996" "Narrows, VirginiaAirborne Express" "McDonnell Douglas DC-8-63FN827AX" "6/6(0)" 1996 1996-12-22 6 6 0
"6721" "24 Dec 1996" "Near Nellore, IndiaMilitary - Indian Air Force" "Hindustan Aeronautics 748-2H1032" "22/22(0)" 1996 1996-12-24 22 22 0
"6820" "24 Dec 1996" "Dorchester, New HampshireAircraft Charter Group Inc" "Learjet 35AN388LS" "2/2(0)" 1996 1996-12-24 2 2 0
"1281" "07 Jan 1997" "Near Moamoa, SamoaPolynesian Airlines" "de Havilland Canada DHC-6 Twin Otter 3005W-FAU" "3/5(0)" 1997 1997-01-07 3 5 0
"2274" "09 Jan 1997" "Near Monroe, MichiganComair" "Embraer 120RT BrasiliaN265CA" "29/29(0)" 1997 1997-01-09 29 29 0
"3205" "29 Jan 1997" "Sparrevohn, AlaskaSouthcentral Air" "de Havilland Canada DHC-4A CaribouN702SC" "1/2(0)" 1997 1997-01-29 1 2 0
"4200" "31 Jan 1997" "Yola, NigeriaSkypower Express Airways" "Embraer 110P1A Bandeirante5N-AXS" "5/16(0)" 1997 1997-01-31 5 16 0
"5190" "01 Feb 1997" "Tambacoumba, SenegalAir Senegal" "Hawker Siddeley HS-748-353 Srs.2a6AV-AEO" "25/52(0)" 1997 1997-02-01 25 52 0
"6167" "02 Feb 1997" "Near Quiangala, AngolaForce Area Populaire de Angola" "CASA 212 Aviocar 200T-400" "37/37(0)" 1997 1997-02-02 37 37 0
"7121" "04 Feb 1997" "Northern IsraelMilitary - Israel Air Force /Military -  Israel Air Force" "Sikorsky CH53D / Sikorsky CH53D357 / 903" "73/73(0)" 1997 1997-02-04 73 73 0
"884" "14 Feb 1997" "Carajas, BrazilVarig" "Boeing B-737-2C3PP-CJO" "1/52(0)" 1997 1997-02-14 1 52 0
"976" "19 Feb 1997" "Guatemala City, GuatemalaTranspolar" "IAI 1124 WestwindYV-160CP" "5/5(0)" 1997 1997-02-19 5 5 0
"1076" "12 Mar 1997" "Lucapa, AngolaALADA" "Antonov AN-12BD2-FVG" "16/16(0)" 1997 1997-03-12 16 16 0
"11114" "13 Mar 1997" "Near Mashhad, IranMilitary - Iranian Air Force" "Lockheed C-130HF?" "88/88(0)" 1997 1997-03-13 88 88 0
"1282" "18 Mar 1997" "Cherkessk, RussiaStavropol Airlines" "Antonov AN-24RVRA-46516" "50/50(0)" 1997 1997-03-18 50 50 0
"1375" "01 Apr 1997" "Tegucigalpa, HondurasMilitary - U.S. Air Force" "Lockheed C-130H Hercules88-4408" "3/10(0)" 1997 1997-04-01 3 10 0
"1473" "04 Apr 1997" "Griffin, GeorgiaCustom Air Service" "Aviation Traders ATL-98 CarvairN83FA" "2/2(0)" 1997 1997-04-04 2 2 0
"1571" "10 Apr 1997" "Near Wainwright, AlaskaHageland Aviation Services" "Cessna 208B Caravan IN408GV" "5/5(0)" 1997 1997-04-10 5 5 0
"1671" "14 Apr 1997" "Brazzaville, Democratic Republic CongoTAAG Angola Airlines" "Fokker F-27 Friendship 600D2-TFP" "3/7(0)" 1997 1997-04-14 3 7 0
"1771" "15 Apr 1997" "Gyandzha, AzerbaijanAzerbaijan Airlines" "Yakovlev 404K-87504" "6/6(0)" 1997 1997-04-15 6 6 0
"1871" "16 Apr 1997" "Near Sorei, NigerMilitary - Niger Air Force" "Lockheed C-130H Hercules5U-MBD" "14/14(0)" 1997 1997-04-16 14 14 0
"1971" "19 Apr 1997" "Tanjung Pandan, IndonesiaMerpati Nusantara Airlines" "British Aerospace ATPPK-MTX" "15/53(0)" 1997 1997-04-19 15 53 0
"2071" "23 Apr 1997" "Near Konduz, AfghanistanMilitary - Afghan Republican Air Force" "Antonov AN-26?" "36/36(0)" 1997 1997-04-23 36 36 0
"21112" "08 May 1997" "Huangtian, ChinaChina Southern Airlines" "Boeing B-737-31BB-2925" "35/74(0)" 1997 1997-05-08 35 74 0
"2275" "06 Jun 1997" "Near Irumu, CongoBazair" "Vickers Viscount 781D9Q-CWL" "27/27(0)" 1997 1997-06-06 27 27 0
"2371" "10 Jun 1997" "Mandalgobi, MongoliaMIAT - Mongolian Airlines" "Harbin Yunshuji Y-12 IIJU-1020" "7/12(0)" 1997 1997-06-10 7 12 0
"2470" "03 Jul 1997" "Madh Island, IndiaElbee Airlines" "Fokker F-27 Friendship 200VT-SSA" "2/2(0)" 1997 1997-07-03 2 2 0
"2570" "06 Jul 1997" "Near Saravena, ColombiaMilitary - Colombian Army" "Mil Mi-17 (helicopter)?" "25/29(0)" 1997 1997-07-06 25 29 0
"2669" "09 Jul 1997" "Suzano, BrazilTAM (Brazil)" "Fokker 100PT-WHK" "1/60(0)" 1997 1997-07-09 1 60 0
"2769" "11 Jul 1997" "Off Santiago de Cuba, CubaCubana de Aviacion" "Antonov AN-24CU-T1262" "44/44(0)" 1997 1997-07-11 44 44 0
"2867" "17 Jul 1997" "Bandung, IndonesiaSempati Air" "Fokker F-27 Friendship 600PK-YPM" "30/50(0)" 1997 1997-07-17 30 50 0
"2965" "18 Jul 1997" "Goroka,  New GuineaGoroka Air Services" "de Havilland Canada DHC-6 Twin Otter 300P2-MMU" "2/4(0)" 1997 1997-07-18 2 4 0
"3065" "29 Jul 1997" "Calabar , NigeriaADC Airlines" "BAC One-Eleven 203AE5N-BAA" "1/55(0)" 1997 1997-07-29 1 55 0
"31105" "30 Jul 1997" "Florence, ItalyAir Littoral" "Aerospatiale ATR-42-512F-GPYE" "1/17(0)" 1997 1997-07-30 1 17 0
"3268" "06 Aug 1997" "Agana, GuamKorean Airlines" "Boeing B-747-300HL-7468" "228/254(0)" 1997 1997-08-06 228 254 0
"3365" "07 Aug 1997" "Miami, FloridaFine Air" "McDonnell Douglas DC-8-61FN27UA" "4/4(1)" 1997 1997-08-07 4 4 1
"3465" "10 Aug 1997" "Matsu Island, TaiwanFormosa Airlines" "Dornier DO-228-212B-12256" "16/16(0)" 1997 1997-08-10 16 16 0
"3563" "29 Aug 1997" "Puerto Inirida, VenezuelaSATENA" "Pilatus PC-6 Turbo Porter / Cessna 206FAC1115" "12/12(0)" 1997 1997-08-29 12 12 0
"3662" "03 Sep 1997" "Phnom Penh, CambodiaVietnam Airlines" "Tupolev TU-134VN-A120" "65/66(0)" 1997 1997-09-03 65 66 0
"3760" "06 Sep 1997" "Near Miri, MalaysiaBorneo Airways" "Dornier 228-2129M-MIA" "10/10(0)" 1997 1997-09-06 10 10 0
"3860" "12 Sep 1997" "Near Uvira, ZaireTMK Air Commuter" "de Havilland Canada DHC-6 Twin Otter 3009Q-CBO" "22/22(0)" 1997 1997-09-12 22 22 0
"3959" "13 Sep 1997" "Off Namibia, AfricaMilitary - Luftwaffe / Military - USAF" "Tupolev TU-154M / C-141 Starlifter1102/65-9405" "33/33(0)" 1997 1997-09-13 33 33 0
"4058" "26 Sep 1997" "Buah Nabar, IndonesiaGaruda Indonesia Airlines" "Airbus A300-B4-200PK-GAI" "234/234(0)" 1997 1997-09-26 234 234 0
"41100" "08 Oct 1997" "Near Montrose, ColoradoScenic Airlines" "Cessna 208B Caravan IN12022" "9/9(0)" 1997 1997-10-08 9 9 0
"4265" "10 Oct 1997" "Nuevo Berlin, UruguayAustral Lineas Aeras (Argentina)" "McDonnell Douglas DC-9-32LV-WEG" "74/74(0)" 1997 1997-10-10 74 74 0
"4362" "10 Oct 1997" "Taipei, TaiwanMilitary - Republic of China Air Force" "Lockheed C-130H Hercules1310" "5/5(0)" 1997 1997-10-10 5 5 0
"4459" "12 Oct 1997" "Monterey Bay, near Pacific Grove, CaliforniaPrivate" "Rutan Long EZ (experimental aircraft)N555JD" "1/1(0)" 1997 1997-10-12 1 1 0
"4558" "29 Oct 1997" "Jalal-Abad, AfghanistanAriana Afghan Airlines" "Yakovlev YAK-40YA-KAE" "2/26(0)" 1997 1997-10-29 2 26 0
"4655" "08 Nov 1997" "Near Barrow, AlaskaHageland Aviation Services" "Cessna 208B Caravan IN750GC" "8/8(0)" 1997 1997-11-08 8 8 0
"4755" "05 Dec 1997" "Irkutsk-2, RussiaMilitary - Russian Air Force" "Antonov AN-124-100RA-82005/08" "23/23(44)" 1997 1997-12-05 23 23 44
"4855" "09 Dec 1997" "Little Grand Rapids, CanadaSowind Air" "Embraer 110P1 BandeiranteC-GVRO" "4/17(0)" 1997 1997-12-09 4 17 0
"4953" "13 Dec 1997" "La Veriente, BoliviaSTAP" "Swearingen SA-226T Metro IICP-1635" "10/19(0)" 1997 1997-12-13 10 19 0
"5053" "15 Dec 1997" "Sharjah, United Arab EmiratesTajikistan Airlines" "Tupolev TU-154EY-85281" "85/86(0)" 1997 1997-12-15 85 86 0
"5191" "17 Dec 1997" "Fotina, GreeceAerosweet Airlines (LVOV)" "Yakovlev YAK-42UR-42334" "70/70(0)" 1997 1997-12-17 70 70 0
"5254" "19 Dec 1997" "Near Palembang, IndonesiaSilkAir" "Boeing B-737-3009V-TRF" "104/104(0)" 1997 1997-12-19 104 104 0
"5351" "20 Dec 1997" "Tanagra, GreeceMilitary - Greek Air Force" "Lockheed C-130H Hercules750" "5/5(0)" 1997 1997-12-20 5 5 0
"5448" "27 Dec 1997" "Atlantic Ocean, off AngolaRenan Airways" "Antonov An-72ER-ACF" "5/5(0)" 1997 1997-12-27 5 5 0
"5545" "28 Dec 1997" "Over the Pacific OceanUnited Air Lines" "Boeing B-747-122N4723U" "1/393(0)" 1997 1997-12-28 1 393 0
"5645" "31 Dec 1997" "Rio Sidra, PanamaParsa" "Britten Norman BN-2A TrislanderHP-986PS" "10/10(0)" 1997 1997-12-31 10 10 0
"1283" "13 Jan 1998" "Brno, Czech RepublicAeroservice International" "Let 410UVPYV-928CP" "2/2(0)" 1998 1998-01-13 2 2 0
"2276" "13 Jan 1998" "Tor Kach, PakistanMilitary - Ariana Afghan Airlines" "Antonov AN-12BPYA-DAB" "51/51(0)" 1998 1998-01-13 51 51 0
"3206" "27 Jan 1998" "Yangon (Rangoon), MyanmarMyanmar Airways" "Fokker F-27 Friendship 600XY-AES" "16/45(0)" 1998 1998-01-27 16 45 0
"4201" "02 Feb 1998" "Cagyan de Oro, PhilippinesCebu Pacific Air" "McDonnell Douglas DC-9-32RP-C1507" "104/104(0)" 1998 1998-02-02 104 104 0
"5192" "03 Feb 1998" "Near Cavalese, Trento, ItalyMilitary - U.S. Marine Corps" "Grummand EA-6B163045/CY-02" "0/2(20)" 1998 1998-02-03 0 2 20
"6168" "04 Feb 1998" "Terceira, PortugalAir Luxor" "Antonov 12BPLZ-SFG" "7/7(0)" 1998 1998-02-04 7 7 0
"7122" "05 Feb 1998" "Near Navafria, SpainMilitary - Spanish Air Force" "CASA 212-S1 Aviocar 100D-3B-9" "5/5(0)" 1998 1998-02-05 5 5 0
"885" "12 Feb 1998" "Near Nasir, SudanMilitary - Sudan Air Force" "Antonov AN-32?" "27/57(0)" 1998 1998-02-12 27 57 0
"977" "16 Feb 1998" "Taipei, TaiwanChina Airlines (Taiwan)" "Airbus A300-622RB-1814" "196/196(7)" 1998 1998-02-16 196 196 7
"1077" "10 Mar 1998" "Mombasa, KenyaAir Memphis" "Boeing 707-336CSU-PBA" "6/6(0)" 1998 1998-03-10 6 6 0
"11115" "18 Mar 1998" "Off Hsinchu, TaiwanFormosa Airlines" "Saab340BB-12255" "13/13(0)" 1998 1998-03-18 13 13 0
"1284" "19 Mar 1998" "Near Charasyab, AfghanistanAriana Afghan Airlines" "Boeing B-727-228YA-FAZ" "45/45(0)" 1998 1998-03-19 45 45 0
"1376" "22 Mar 1998" "Bacolod, PhilippinesPhilippine Air Lines" "Airbus A.320-214RP-C3222" "0/127(3)" 1998 1998-03-22 0 127 3
"1474" "28 Mar 1998" "Piura, PeruFuerza Aérea del Peru" "Antonov AN-32OB-1388" "22/55(1)" 1998 1998-03-28 22 55 1
"1572" "31 Mar 1998" "Near Mexico City, MexicoLinea Aérea Mexicana de Carga" "Convair CV-240-53XA-TAP" "2/4(0)" 1998 1998-03-31 2 4 0
"1672" "20 Apr 1998" "Near Bogota, ColombiaAir France" "Boeing B-727-230HC-BSU" "53/53(0)" 1998 1998-04-20 53 53 0
"1772" "05 May 1998" "Andoas, PeruFuerza Aérea del Peru" "Boeing B-737-282FAP-351" "75/88(0)" 1998 1998-05-05 75 88 0
"1872" "12 May 1998" "Near Nema, MauritaniaMilitary - Mauritanian Air Force" "Xian Yunshuji Y-7-100C5T-MAG" "39/42(0)" 1998 1998-05-12 39 42 0
"1972" "25 May 1998" "Near Longtiang, LaosMilitary - Lao People's Liberation Army Air Force" "Yakovlev YAK-4034001" "26/26(0)" 1998 1998-05-25 26 26 0
"2072" "25 May 1998" "Indian Trail, North CarolinaAir Taxi - US Helicopters Inc." "Bell 206L-3N96CW" "5/5(0)" 1998 1998-05-25 5 5 0
"21113" "26 May 1998" "Near Erdenet, MongoliaMIAT - Mongolian Airlines" "Harbin Yunshuji Y-12 IIJU-1017" "28/28(0)" 1998 1998-05-26 28 28 0
"2277" "18 Jun 1998" "Montreal, CanadaPropair" "Swearingen SA-226TC Metroliner IIC-GQAL" "11/11(0)" 1998 1998-06-18 11 11 0
"2372" "25 Jun 1998" "Mt. Waialeale, HawaiiAir Taxi - Ohana Helicopter Tours" "Eurocopter AS-350-BAN594BK" "6/6(0)" 1998 1998-06-25 6 6 0
"2471" "13 Jul 1998" "Off Rasal, United Arab EmiratesATI Aircompany" "Ilyushin 76MDUR-76424" "8/8(0)" 1998 1998-07-13 8 8 0
"2571" "16 Jul 1998" "Córdoba, ArgentinaAlas del Sur" "Rockwell Sabreliner 60LV-WPO" "3/3(0)" 1998 1998-07-16 3 3 0
"2670" "17 Jul 1998" "Asmara, EritreaUkraine Aviation Transport Company" "Ilyushin II-76UR-UCI" "10/10(0)" 1998 1998-07-17 10 10 0
"2770" "23 Jul 1998" "Pico de Orizaba, MexicoMilitary - Mexican Air Force" "Shorts SC-7 Skyvan 3-100XC-UTQ" "4/4(0)" 1998 1998-07-23 4 4 0
"2868" "27 Jul 1998" "Southhampton, EnglandPlane Sailing" "Consolidated PBY-5A CatalinaVP-BPS" "4/18(0)" 1998 1998-07-27 4 18 0
"2966" "28 Jul 1998" "Barcelona, SpainSwifair" "Swearingen SA.227AC Metro IIIEC-FXD" "2/2(0)" 1998 1998-07-28 2 2 0
"3066" "29 Jul 1998" "Manacapuru River, BrazilSelva Taxi Aero" "Embraer 110 BandeirantePT-LGN" "5/24(0)" 1998 1998-07-29 5 24 0
"31106" "30 Jul 1998" "Near Quiberon, FranceProteus Air / Private" "Beechcraft 1900D / Cessna 177F-GSJM/F-GAJE" "15/15(0)" 1998 1998-07-30 15 15 0
"3269" "30 Jul 1998" "Kochi, IndiaAlliance Airlines" "Dornier 228-201VT-EJW" "6/6(2)" 1998 1998-07-30 6 6 2
"3366" "04 Aug 1998" "Kincolith, British Columbia, CanadaHarbour Air Seaplanes Ltd." "de Havilland Dash-2 BeaverC-FOCJ" "5/5(0)" 1998 1998-08-04 5 5 0
"3466" "11 Aug 1998" "Saurimo, AngolaAlada" "Antonov An-12BPD2-FAZ" "1/13(0)" 1998 1998-08-11 1 13 0
"3564" "19 Aug 1998" "Foveaux Strait, New ZealandVincent Aviation" "Cessna 402CZK-VAC" "5/10(0)" 1998 1998-08-19 5 10 0
"3663" "21 Aug 1998" "Near Ghorepani, NepalLumbini Airways" "de Havilland Canada DHC-6 Twin Otter 3009N-ACC" "18/18(0)" 1998 1998-08-21 18 18 0
"3761" "24 Aug 1998" "Pretoria, South AfricaSpeed Service Couriers" "DC-3-65TPZS-NKK" "1/2(0)" 1998 1998-08-24 1 2 0
"3861" "24 Aug 1998" "Manibagi, MyanmarMyanmar Airways" "Fokker F-27 Friendship 600XY-AEN" "44/44(0)" 1998 1998-08-24 44 44 0
"3960" "29 Aug 1998" "Quito, EcuadorCubana de Aviacion" "Tupolev TU-154MCU-T1264" "70/91(10)" 1998 1998-08-29 70 91 10
"4059" "02 Sep 1998" "Off Peggy's Cove, Nova Scotia, CanadaSwissair" "McDonnell Douglas MD-11HB-IWF" "229/229(0)" 1998 1998-09-02 229 229 0
"41101" "02 Sep 1998" "AngolaPermaviatrans" "Antonov AN-26RA-26028" "24/24(0)" 1998 1998-09-02 24 24 0
"4266" "09 Sep 1998" "Port Alsworth, AlaskaRusts Flying Service Inc." "de Havilland Dash-2 float planeN1433Z" "5/5(0)" 1998 1998-09-09 5 5 0
"4363" "10 Sep 1998" "Islamabad, PakistanMilitary - Pakistan Air Force" "Lockheed C-130B Hercules24143" "5/5(0)" 1998 1998-09-10 5 5 0
"4460" "25 Sep 1998" "Near Nador, MorrocoPaukn Air" "British Aerospace BAe-146-100EC-GEO" "38/38(0)" 1998 1998-09-25 38 38 0
"4559" "28 Sep 1998" "Praia, Cape VerdeCabo Verde Airlines" "de Havilland Canada DHC-6 Twin Otter 300D4-CAX" "1/22(0)" 1998 1998-09-28 1 22 0
"4656" "29 Sep 1998" "Off Mannar, Sri LankaLionair" "Antonov AN-24RVEW-46465" "55/55(0)" 1998 1998-09-29 55 55 0
"4756" "02 Oct 1998" "Near Canaima, VenezuelaServivensa" "Douglas DC-3CYV-611C" "1/27(0)" 1998 1998-10-02 1 27 0
"4856" "10 Oct 1998" "Near Kindu, CongoCongo Airline" "Boeing B-727-309Q-CSG" "41/41(0)" 1998 1998-10-10 41 41 0
"4954" "21 Oct 1998" "Yerevan, ArmeniaArarat Avia" "Yakovlev YAK-40EK-88272" "0/37(4)" 1998 1998-10-21 0 37 4
"5054" "25 Oct 1998" "Rwenzori mountains, UgandaTanaMana Aviation" "Britten-Norman BN-2A-3 Islander5Y-ANV" "4/11(0)" 1998 1998-10-25 4 11 0
"5193" "01 Nov 1998" "Near Quetzaltenango, GuatemalaLiving Water Teaching Ministries Charter" "Douglas DC-3CN3FY" "11/18(0)" 1998 1998-11-01 11 18 0
"5255" "11 Nov 1998" "Near Krasnoyarsk, RussiaSakha Airlines" "Antonov AN-12RA-12955" "13/13(0)" 1998 1998-11-11 13 13 0
"5352" "21 Nov 1998" "Edgewater, MarylandPrivate" "Burgess RV-6 experimentalN956DB" "1/1(0)" 1998 1998-11-21 1 1 0
"5449" "07 Dec 1998" "Baie-Comeau, CanadaAir Satellite" "Britten-Norman TrislanderC-FCVK" "7/10(0)" 1998 1998-12-07 7 10 0
"5546" "11 Dec 1998" "Near Surat Thani, ThailandThai Airways" "Airbus A-310-204HS-TIA" "102/146(0)" 1998 1998-12-11 102 146 0
"5646" "14 Dec 1998" "Near Cuito, AngolaKhors Aircompany" "Antonov AN-12BPUR-11319" "11/11(0)" 1998 1998-12-14 11 11 0
"5741" "17 Dec 1998" "Saurimo, AngolaZanex" "Antonov 12S9-SAT" "1/10(0)" 1998 1998-12-17 1 10 0
"5839" "22 Dec 1998" "Medellín, ColombiaSELVA" "Antonov 32BHK-3930X" "5/5(0)" 1998 1998-12-22 5 5 0
"5938" "26 Dec 1998" "Vila Nova, AngolaTransafrik" "Lockheed Martin L-100-30 HerculesS9-CAO" "14/14(0)" 1998 1998-12-26 14 14 0
"1285" "02 Jan 1999" "Near Huambo, AngolaTransafrik - United Nations Charter" "Lockheed L-100-30 HerculesD2-EHD" "9/9(0)" 1999 1999-01-02 9 9 0
"2278" "12 Jan 1999" "Guernsey, Channel Islands, EnglandChannel Express" "Fokker F-27 Friendship 600G-CHNL" "2/2(0)" 1999 1999-01-12 2 2 0
"3207" "13 Jan 1999" "Mayne Island, British Columbia, CanadaKelowna Flightcraft Air Charter" "Douglas DC-3CC-GWUG" "2/2(0)" 1999 1999-01-13 2 2 0
"4202" "13 Jan 1999" "Geilenkirchen, GermanyMilitary - German Air National Guard" "Boeing KC-135E59-1452" "4/4(0)" 1999 1999-01-13 4 4 0
"5194" "16 Jan 1999" "Coconut Island, QLD, AustraliaUzu Air" "Britten Norman BN-2A-26VH-XFF" "3/4(0)" 1999 1999-01-16 3 4 0
"6169" "21 Jan 1999" "Bluefields, NicaraguaFuerza Aérea Nicaragua" "Antonov AN-26?" "28/28(0)" 1999 1999-01-21 28 28 0
"7123" "02 Feb 1999" "Luanda, AngolaSavannair" "Antonov AN-12EL-ASS" "14/14(13)" 1999 1999-02-02 14 14 13
"886" "03 Feb 1999" "Hoskins, Papua New GuineaAirlink" "Britten Norman BN-2A TrislanderP2-ALH" "11/11(0)" 1999 1999-02-03 11 11 0
"978" "08 Feb 1999" "Kinshasa,  Democratic Republic CongoAir Karibu" "Lockheed L-188A Electra9Q-CDI" "7/7(0)" 1999 1999-02-08 7 7 0
"1078" "24 Feb 1999" "Rui'an, ChinaChina Southwest Airlines" "Tupolev TU-154B-2622" "61/61(0)" 1999 1999-02-24 61 61 0
"11116" "25 Feb 1999" "Genoa, ItalyMinerva Airlines" "Dornier 328-110D-CPRR" "4/31(0)" 1999 1999-02-25 4 31 0
"1286" "07 Mar 1999" "New Delhi, IndiaMilitary - Indian Air Force" "Antonov AN-32 TransportK2673" "19/19(3)" 1999 1999-03-07 19 19 3
"1377" "18 Mar 1999" "Near Tame, ColombiaALIANSA Colombia" "Douglas DC-3C (C-47A-DK)HK-337" "8/8(8)" 1999 1999-03-18 8 8 8
"1475" "19 Mar 1999" "Davis Inlet, Newfoundland, CanadaProvincial Airlines" "de Havilland Canada DHC-6 Twin Otter 300C-FWLQ" "1/2(0)" 1999 1999-03-19 1 2 0
"1573" "07 Apr 1999" "Near Ceyhan, TurkeyTurkish Airlines (THY)" "Boeing 737-4Q8TC-JEP" "6/6(0)" 1999 1999-04-07 6 6 0
"1673" "07 Apr 1999" "Ribeirao Preto, BrazilManacá Táxi Aéreo" "Learjet 24DPT-LEM" "5/5(0)" 1999 1999-04-07 5 5 0
"1773" "08 Apr 1999" "Near Malaga, ColombiaAerotaca" "de Havilland Canada DHC-6 Twin Otter 300HK-2760" "5/5(0)" 1999 1999-04-08 5 5 0
"1873" "15 Apr 1999" "Shanghi, ChinaKorean Air" "McDonnell Douglas MD-11HL-7373" "3/3(0)" 1999 1999-04-15 3 3 0
"1973" "08 May 1999" "Off Port Vila, VanuatuVanair" "de Havilland Canada DHC-6 Twin Otter 300YJ-RV9" "7/12(0)" 1999 1999-05-08 7 12 0
"2073" "24 May 1999" "Kuching, MalaysiaMilitary - Malaysian Air Force" "de Havilland Canada DHC-4AM21-05" "5/5(0)" 1999 1999-05-24 5 5 0
"21114" "29 May 1999" "Ol Kiombo, KenyaMalindi Air Services" "Let 410UVP-E5Y-LET" "2/2(0)" 1999 1999-05-29 2 2 0
"2279" "01 Jun 1999" "Little Rock, ArkansasAmerican Airlines" "McDonnell Douglas MD-82N215AA" "11/145(0)" 1999 1999-06-01 11 145 0
"2373" "03 Jun 1999" "Near Khartoum, SudanMilitary - Sudan Air Force" "Antonov 32?" "50/50(0)" 1999 1999-06-03 50 50 0
"2472" "09 Jun 1999" "Juneau, AlaskaAir Taxi - Coastal Helicopters Inc." "Eurocopter AS-350BAN6099S" "7/7(0)" 1999 1999-06-09 7 7 0
"2572" "09 Jun 1999" "Coron, PhilippinesPacific Airways" "Britten-Norman BN-2A-21 IslanderRP-C471" "1/1(0)" 1999 1999-06-09 1 1 0
"2671" "17 Jun 1999" "Goroka, Papua New GuineaAirlink" "Embraer 110P2 BandeiranteP2-ALX" "17/17(0)" 1999 1999-06-17 17 17 0
"2771" "25 Jun 1999" "Long Haul Lake, Manatoba, CanadaBlue Water Aviation Services" "de Havilland Canada DHC-3 OtterC-FIFP" "1/2(0)" 1999 1999-06-25 1 2 0
"2869" "01 Jul 1999" "Luzamba, AngolaSavanair" "Antonov 12BTN-AFR" "1/5(0)" 1999 1999-07-01 1 5 0
"2967" "02 Jul 1999" "Sittwe, MyanmarMyanmar Airways" "Fokker F-27 Friendship 600XY-AEO" "8/8(0)" 1999 1999-07-02 8 8 0
"3067" "04 Jul 1999" "Villavicencio, ColombiaLANC Colombia" "Douglas DC-6AHK-1776" "5/18(0)" 1999 1999-07-04 5 18 0
"31107" "07 Jul 1999" "Near Kathmandu, NepalLufthansa Cargo Airlines" "Boeing 727-243FVT-LCI" "5/5(0)" 1999 1999-07-07 5 5 0
"3270" "09 Jul 1999" "Toluca , MexicoAero Jet Express" "Hawker Siddeley HS-125XA-TAL" "4/4(0)" 1999 1999-07-09 4 4 0
"3367" "16 Jul 1999" "Off Martha's Vineyard, MassachusettsPrivate" "Piper PA-32-R301 Saratoga II HPN9253N" "3/3(0)" 1999 1999-07-16 3 3 0
"3467" "23 Jul 1999" "Tokyo, JapanAll Nippon Airways" "Boeing B-747JA8966" "1/517(0)" 1999 1999-07-23 1 517 0
"3565" "23 Jul 1999" "Near Orito, ColombiaMilitary - U.S. Army" "de Havilland Canada DHC-7-102N5382W" "7/7(0)" 1999 1999-07-23 7 7 0
"3664" "24 Jul 1999" "Nasevou Village, FijiAir Fiji" "Embraer 110P1 BandeiranteDQ-AFN" "17/17(0)" 1999 1999-07-24 17 17 0
"3762" "07 Aug 1999" "Santo Antao, Cape Verde IslandsTACV-Cabo Verde Airlines" "Dornier 228-201D4-CBC" "18/18(0)" 1999 1999-08-07 18 18 0
"3862" "22 Aug 1999" "Hong Kong, ChinaChina Airlines (Taiwan)" "McDonnell Douglas MD-11B-150" "3/315(0)" 1999 1999-08-22 3 315 0
"3961" "24 Aug 1999" "Hualian, TaiwanUni Air" "McDonnell Douglas MD-90-30B-17912" "1/96(0)" 1999 1999-08-24 1 96 0
"4060" "26 Aug 1999" "Turtkul, UzbekistanUzbekistan Airways" "Yakovlev YAK-40UK-87848" "2/33(0)" 1999 1999-08-26 2 33 0
"41102" "31 Aug 1999" "Buenos Aires, ArgentinaLAPA, Lineas Aereas Privadas Argentinas" "Boeing B-737-204CLV-WRZ" "63/103(2)" 1999 1999-08-31 63 103 2
"4267" "05 Sep 1999" "Near Kathmandu, NepalNecon Air" "Hawker Siddeley HS-748-501 Super 2B9N-AEG" "15/15(0)" 1999 1999-09-05 15 15 0
